invoice,branch,city,type,gender,category,cogs,sales,date,time,payment,review
201-63-8275,c,houston,member,female,sports and travel,"475,93","499,73",2/17/2019,16:50,ewallet,"5,70"
471-06-8611,c,houston,normal,female,food and beverages,"52,42","55,04",02/06/2019,10:22,credit card,"6,30"
200-16-5952,c,houston,member,male,food and beverages,"131,30","137,87",1/17/2019,16:46,cash,"6,00"
120-54-2248,b,chicago,normal,female,food and beverages,"144,30","151,52",1/22/2019,18:08,credit card,"8,00"
102-77-2261,c,houston,member,male,health and beauty,"457,17","480,03",03/05/2019,18:02,credit card,"4,20"
875-31-8302,b,chicago,normal,male,sports and travel,"93,38","98,05",01/03/2019,13:07,cash,"9,60"
102-06-2002,c,houston,member,male,sports and travel,"126,25","132,56",3/20/2019,17:52,cash,"6,10"
457-94-0464,b,chicago,member,male,electronic accessories,"790,83","830,37",1/31/2019,20:32,ewallet,"5,60"
629-42-4133,c,houston,normal,male,health and beauty,"174,40","183,12",2/19/2019,19:24,cash,"8,30"
534-53-3526,a,nueva york,normal,female,sports and travel,"379,04","397,99",02/11/2019,16:06,ewallet,"7,80"
307-04-2070,a,nueva york,member,female,fashion accessories,"30,62","32,15",02/05/2019,14:14,credit card,"4,10"
468-99-7231,c,houston,normal,female,home and lifestyle,"352,08","369,68",03/03/2019,17:36,cash,"8,80"
516-77-6464,c,houston,member,female,health and beauty,"50,80","53,34",2/24/2019,13:08,ewallet,"4,10"
404-91-5964,a,nueva york,normal,male,electronic accessories,"522,06","548,16",02/04/2019,16:09,credit card,"9,00"
886-77-9084,c,houston,normal,male,electronic accessories,"575,12","603,88",2/19/2019,11:33,ewallet,"5,50"
790-38-4466,c,houston,normal,female,health and beauty,"54,95","57,70",1/23/2019,10:18,credit card,"9,30"
704-10-4056,c,houston,member,male,health and beauty,"181,41","190,48",1/14/2019,10:55,credit card,"5,60"
497-37-6538,a,nueva york,normal,male,sports and travel,"412,37","432,99",1/17/2019,15:15,ewallet,"9,70"
651-96-5970,a,nueva york,normal,male,fashion accessories,"46,41","48,73",03/03/2019,20:06,credit card,"4,00"
400-80-4065,c,houston,member,male,health and beauty,"274,20","287,91",2/15/2019,20:21,credit card,"9,20"
744-16-7898,b,chicago,normal,female,home and lifestyle,"973,70","1.022,39",1/15/2019,13:48,credit card,"4,90"
263-12-5321,a,nueva york,member,male,electronic accessories,"648,20","680,61",2/27/2019,12:52,credit card,"9,30"
702-72-0487,a,nueva york,normal,female,electronic accessories,"93,22","97,88",2/26/2019,12:28,credit card,"6,60"
605-83-1050,b,chicago,normal,male,fashion accessories,"54,36","57,08",3/15/2019,16:26,ewallet,"4,30"
443-60-9639,c,houston,member,female,home and lifestyle,"60,87","63,91",1/24/2019,13:24,cash,"5,50"
864-24-7918,a,nueva york,member,female,sports and travel,"244,90","257,15",2/22/2019,15:15,cash,"8,10"
359-94-5395,b,chicago,normal,male,health and beauty,"92,78","97,42",3/15/2019,10:50,credit card,"9,80"
401-09-4232,c,houston,member,male,home and lifestyle,"433,45","455,12",02/11/2019,18:38,ewallet,"9,40"
751-15-6198,b,chicago,normal,male,sports and travel,"138,06","144,96",01/12/2019,16:45,ewallet,"7,90"
324-41-6833,c,houston,member,female,electronic accessories,"241,60","253,68",03/03/2019,19:30,ewallet,"5,10"
474-33-8305,c,houston,member,male,fashion accessories,"471,73","495,32",3/23/2019,13:23,ewallet,"6,90"
759-29-9521,a,nueva york,member,female,fashion accessories,"440,64","462,67",03/04/2019,11:27,cash,"8,00"
831-81-6575,b,chicago,member,female,electronic accessories,"680,31","714,33",2/23/2019,11:12,cash,"8,00"
220-68-6701,a,nueva york,normal,female,home and lifestyle,"309,88","325,37",3/17/2019,16:36,cash,"4,20"
618-34-8551,a,nueva york,normal,female,sports and travel,"186,36","195,68",1/16/2019,18:41,credit card,"8,50"
257-60-7754,a,nueva york,normal,female,electronic accessories,"200,92","210,97",01/08/2019,17:12,cash,"9,00"
559-61-5987,b,chicago,normal,female,health and beauty,"17,75","18,64",1/14/2019,10:38,cash,"8,60"
189-55-2313,c,houston,normal,female,fashion accessories,"621,80","652,89",1/31/2019,10:33,ewallet,"6,00"
565-91-4567,b,chicago,normal,male,health and beauty,"86,00","90,30",3/15/2019,14:38,ewallet,"6,20"
380-60-5336,a,nueva york,normal,female,electronic accessories,"402,60","422,73",2/24/2019,18:06,credit card,"5,00"
815-04-6282,c,houston,member,female,sports and travel,"324,85","341,09",02/08/2019,12:52,credit card,"6,50"
674-56-6360,a,nueva york,normal,male,electronic accessories,"95,15","99,91",3/22/2019,14:00,cash,"6,00"
778-34-2523,a,nueva york,member,female,electronic accessories,"388,96","408,41",1/24/2019,10:57,cash,"5,00"
499-27-7781,b,chicago,normal,female,food and beverages,"425,68","446,96",3/14/2019,16:45,ewallet,"5,00"
477-59-2456,c,houston,normal,female,fashion accessories,"318,08","333,98",1/23/2019,11:15,cash,"9,20"
832-51-6761,a,nueva york,normal,male,food and beverages,"271,04","284,59",1/19/2019,20:29,ewallet,"9,60"
869-11-3082,b,chicago,member,male,health and beauty,"384,64","403,87",1/27/2019,20:03,credit card,"8,40"
190-59-3964,b,chicago,member,male,food and beverages,"235,80","247,59",02/03/2019,14:35,credit card,"6,00"
366-43-6862,b,chicago,normal,male,electronic accessories,"211,56","222,14",3/25/2019,16:32,ewallet,"6,70"
186-43-8965,a,nueva york,member,female,home and lifestyle,"95,36","100,13",2/24/2019,10:10,credit card,"4,10"
784-21-9238,c,houston,member,male,sports and travel,"10,17","10,68",02/07/2019,14:15,cash,"5,90"
276-75-6884,a,nueva york,normal,female,health and beauty,"206,13","216,44",03/04/2019,10:05,cash,"8,70"
109-86-4363,b,chicago,member,female,sports and travel,"420,56","441,59",2/14/2019,11:36,credit card,"4,50"
569-76-2760,a,nueva york,member,female,sports and travel,"88,04","92,44",1/29/2019,18:15,credit card,"6,60"
222-42-0244,b,chicago,member,female,health and beauty,"648,99","681,44",1/28/2019,13:53,credit card,"7,70"
760-53-9233,a,nueva york,member,male,fashion accessories,"123,84","130,03",3/26/2019,18:37,credit card,"8,50"
538-22-0304,c,houston,normal,male,electronic accessories,"649,50","681,98",3/24/2019,18:27,cash,"5,20"
416-17-9926,a,nueva york,member,female,electronic accessories,"742,20","779,31",01/01/2019,14:42,credit card,"4,30"
237-44-6163,a,nueva york,normal,male,electronic accessories,"84,48","88,70",1/24/2019,17:43,cash,"7,60"
636-17-0325,b,chicago,normal,male,health and beauty,"250,28","262,79",2/25/2019,18:37,cash,"9,50"
343-75-9322,b,chicago,member,female,sports and travel,"94,80","99,54",01/09/2019,16:34,cash,"4,10"
528-14-9470,a,nueva york,member,male,health and beauty,"91,30","95,87",2/14/2019,14:42,ewallet,"9,20"
427-45-9297,b,chicago,member,female,home and lifestyle,"285,11","299,37",03/12/2019,11:01,ewallet,"5,40"
807-34-3742,a,nueva york,normal,male,fashion accessories,"52,38","55,00",3/26/2019,19:44,cash,"5,80"
288-62-1085,a,nueva york,member,male,fashion accessories,"192,70","202,34",01/09/2019,13:34,ewallet,"5,60"
670-71-7306,b,chicago,normal,male,sports and travel,"267,78","281,17",01/02/2019,20:08,credit card,"5,10"
660-29-7083,c,houston,normal,male,electronic accessories,"558,70","586,64",1/15/2019,15:01,cash,"5,80"
271-77-8740,c,houston,member,female,sports and travel,"175,32","184,09",01/01/2019,11:40,ewallet,"5,00"
497-36-0989,a,nueva york,normal,male,fashion accessories,"155,82","163,61",2/15/2019,15:21,cash,"7,90"
291-59-1384,b,chicago,normal,male,electronic accessories,"60,30","63,32",2/28/2019,17:38,cash,"6,00"
860-73-6466,a,nueva york,member,female,sports and travel,"78,94","82,89",03/02/2019,16:16,credit card,"5,00"
549-23-9016,c,houston,member,female,food and beverages,"29,74","31,23",2/13/2019,18:15,credit card,"8,90"
896-34-0956,a,nueva york,normal,male,fashion accessories,"21,32","22,39",1/26/2019,12:43,cash,"5,90"
804-38-3935,a,nueva york,member,male,electronic accessories,"281,34","295,41",1/30/2019,11:32,credit card,"5,90"
585-90-0249,a,nueva york,member,male,electronic accessories,"73,26","76,92",1/27/2019,18:08,ewallet,"9,70"
862-29-5914,c,houston,normal,female,sports and travel,"22,38","23,50",1/30/2019,17:08,credit card,"8,60"
845-94-6841,c,houston,member,female,food and beverages,"655,92","688,72",01/08/2019,19:38,cash,"4,00"
125-45-2293,a,nueva york,normal,female,fashion accessories,"594,60","624,33",1/19/2019,13:11,cash,"4,20"
843-73-4724,a,nueva york,normal,male,fashion accessories,"74,10","77,81",1/25/2019,11:05,cash,"9,20"
409-33-9708,a,nueva york,normal,female,fashion accessories,"196,96","206,81",2/19/2019,10:12,ewallet,"9,20"
658-66-3967,c,houston,normal,male,health and beauty,"372,33","390,95",1/14/2019,15:42,ewallet,"5,00"
866-70-2814,b,chicago,normal,female,electronic accessories,"527,90","554,30",2/25/2019,11:58,ewallet,"10,00"
160-22-2687,a,nueva york,member,female,health and beauty,"479,75","503,74",1/23/2019,14:21,ewallet,"8,80"
895-03-6665,b,chicago,normal,female,fashion accessories,"328,59","345,02",2/16/2019,10:52,cash,"4,20"
770-42-8960,b,chicago,normal,male,food and beverages,"168,96","177,41",01/01/2019,19:31,cash,"6,30"
748-45-2862,a,nueva york,member,female,home and lifestyle,"113,24","118,90",03/07/2019,18:35,cash,"8,20"
234-36-2483,b,chicago,normal,male,health and beauty,"345,54","362,82",2/15/2019,13:51,cash,"5,10"
316-66-3011,a,nueva york,member,female,food and beverages,"428,67","450,10",1/23/2019,12:35,cash,"5,00"
848-95-6252,c,houston,member,female,home and lifestyle,"86,27","90,58",2/20/2019,13:24,ewallet,"7,00"
840-76-5966,a,nueva york,member,male,sports and travel,"25,52","26,80",01/08/2019,18:06,ewallet,"7,80"
152-03-4217,b,chicago,normal,female,home and lifestyle,"101,52","106,60",3/17/2019,11:55,credit card,"4,30"
533-66-5566,b,chicago,normal,female,home and lifestyle,"357,49","375,36",01/12/2019,11:42,cash,"7,00"
124-31-1458,a,nueva york,member,female,electronic accessories,"238,77","250,71",01/08/2019,14:30,cash,"6,60"
176-78-1170,c,houston,member,male,health and beauty,"101,43","106,50",1/26/2019,15:11,ewallet,"7,30"
361-59-0574,b,chicago,member,male,sports and travel,"724,24","760,45",3/15/2019,14:48,credit card,"6,50"
101-81-4070,c,houston,member,female,health and beauty,"125,64","131,92",1/17/2019,12:36,ewallet,"4,90"
631-34-1880,c,houston,member,male,food and beverages,"72,93","76,58",01/08/2019,19:09,credit card,"4,30"
852-82-2749,a,nueva york,normal,male,sports and travel,"258,36","271,28",01/06/2019,13:35,ewallet,"9,30"
873-14-6353,a,nueva york,member,male,food and beverages,"173,74","182,43",2/16/2019,10:33,credit card,"7,10"
584-66-4073,c,houston,normal,male,fashion accessories,"56,50","59,33",3/13/2019,15:45,ewallet,"9,60"
544-55-9589,b,chicago,member,female,electronic accessories,"214,30","225,02",1/28/2019,11:51,cash,"6,20"
166-19-2553,a,nueva york,member,male,sports and travel,"534,36","561,08",1/18/2019,17:26,cash,"9,90"
737-88-5876,a,nueva york,member,male,home and lifestyle,"93,16","97,82",3/19/2019,11:52,credit card,"5,90"
154-87-7367,c,houston,normal,male,home and lifestyle,"522,08","548,18",3/15/2019,14:04,ewallet,"6,30"
885-56-0389,c,houston,member,male,fashion accessories,"52,35","54,97",02/12/2019,17:49,cash,"4,00"
608-05-3804,b,chicago,member,male,electronic accessories,"39,75","41,74",2/25/2019,20:19,cash,"6,10"
448-61-3783,a,nueva york,normal,female,electronic accessories,"720,16","756,17",3/21/2019,16:08,credit card,"4,50"
761-49-0439,b,chicago,member,female,electronic accessories,"96,80","101,64",1/19/2019,10:17,ewallet,"8,60"
490-95-0021,b,chicago,member,female,food and beverages,"332,10","348,71",01/08/2019,14:25,ewallet,"6,00"
115-38-7388,c,houston,member,female,fashion accessories,"81,44","85,51",3/30/2019,12:51,credit card,"9,50"
311-13-6971,b,chicago,member,male,sports and travel,"319,90","335,90",2/20/2019,15:18,credit card,"9,90"
291-55-6563,a,nueva york,member,female,home and lifestyle,"206,52","216,85",3/30/2019,12:45,ewallet,"7,50"
548-48-3156,a,nueva york,member,female,food and beverages,"166,68","175,01",3/19/2019,13:37,cash,"7,60"
460-93-5834,a,nueva york,normal,male,sports and travel,"319,06","335,01",1/13/2019,10:03,cash,"5,00"
325-89-4209,a,nueva york,member,male,food and beverages,"87,90","92,30",02/05/2019,19:42,ewallet,"6,70"
884-80-6021,a,nueva york,member,female,electronic accessories,"734,70","771,44",3/23/2019,13:14,ewallet,"9,50"
137-74-8729,c,houston,normal,female,fashion accessories,"97,52","102,40",3/13/2019,12:47,ewallet,"6,80"
880-46-5796,a,nueva york,member,male,sports and travel,"769,20","807,66",3/17/2019,19:53,ewallet,"5,60"
389-70-2397,c,houston,normal,female,health and beauty,"418,30","439,22",2/21/2019,10:26,cash,"7,20"
114-35-5271,b,chicago,normal,female,electronic accessories,"463,28","486,44",02/07/2019,15:06,cash,"8,10"
607-76-6216,c,houston,member,female,fashion accessories,"462,45","485,57",03/02/2019,16:35,credit card,"8,60"
715-20-1673,b,chicago,normal,male,electronic accessories,"141,90","149,00",03/06/2019,20:57,cash,"9,40"
811-35-1094,b,chicago,member,male,electronic accessories,"302,70","317,84",02/06/2019,15:16,credit card,"8,90"
699-88-1972,b,chicago,normal,male,health and beauty,"793,28","832,94",1/28/2019,17:47,credit card,"4,20"
781-84-8059,c,houston,normal,male,fashion accessories,"425,18","446,44",1/18/2019,16:23,ewallet,"5,00"
409-49-6995,c,houston,member,female,food and beverages,"283,62","297,80",02/05/2019,10:17,cash,"8,80"
725-54-0677,c,houston,member,male,health and beauty,"599,20","629,16",03/02/2019,13:50,cash,"5,30"
146-09-5432,a,nueva york,member,male,food and beverages,"315,36","331,13",02/09/2019,19:17,ewallet,"4,60"
377-79-7592,c,houston,member,female,electronic accessories,"403,56","423,74",1/14/2019,14:00,credit card,"7,50"
509-10-0516,b,chicago,normal,male,home and lifestyle,"183,88","193,07",02/09/2019,12:02,ewallet,"5,10"
595-94-9924,a,nueva york,member,female,health and beauty,"138,65","145,58",3/26/2019,20:21,credit card,"4,20"
865-41-9075,a,nueva york,normal,male,food and beverages,"80,71","84,75",1/28/2019,17:35,cash,"8,10"
545-07-8534,c,houston,normal,female,health and beauty,"116,64","122,47",2/14/2019,12:42,ewallet,"6,00"
118-62-1812,c,houston,member,female,home and lifestyle,"313,52","329,20",3/24/2019,17:56,cash,"7,90"
450-42-3339,c,houston,normal,male,health and beauty,"846,10","888,41",02/09/2019,18:58,credit card,"8,80"
851-98-3555,b,chicago,normal,female,health and beauty,"414,40","435,12",3/24/2019,14:08,credit card,"6,60"
186-71-5196,a,nueva york,member,female,food and beverages,"159,08","167,03",3/27/2019,16:30,ewallet,"6,20"
624-01-8356,b,chicago,normal,female,home and lifestyle,"490,10","514,61",1/27/2019,10:44,credit card,"4,20"
313-66-9943,b,chicago,member,female,food and beverages,"87,45","91,82",3/27/2019,20:29,credit card,"7,30"
151-27-8496,c,houston,normal,female,electronic accessories,"224,52","235,75",1/19/2019,11:43,ewallet,"8,60"
453-33-6436,a,nueva york,normal,female,home and lifestyle,"744,96","782,21",02/07/2019,10:09,cash,"6,80"
522-57-8364,a,nueva york,member,male,fashion accessories,"410,72","431,26",1/31/2019,10:00,ewallet,"7,60"
459-45-2396,a,nueva york,member,female,food and beverages,"298,80","313,74",2/25/2019,18:45,cash,"5,80"
717-96-4189,c,houston,normal,female,electronic accessories,"212,94","223,59",02/02/2019,12:40,cash,"4,10"
722-13-2115,c,houston,member,male,sports and travel,"42,85","44,99",3/14/2019,15:36,credit card,"9,30"
749-81-8133,a,nueva york,normal,female,fashion accessories,"378,68","397,61",03/11/2019,12:04,cash,"6,80"
777-67-2495,b,chicago,normal,male,home and lifestyle,"206,91","217,26",2/22/2019,11:26,ewallet,"8,70"
636-98-3364,b,chicago,member,female,electronic accessories,"78,78","82,72",03/02/2019,12:36,ewallet,"6,30"
246-55-6923,c,houston,member,female,home and lifestyle,"322,11","338,22",03/10/2019,15:06,credit card,"5,10"
181-82-6255,b,chicago,normal,female,home and lifestyle,"98,22","103,13",02/08/2019,10:58,cash,"7,00"
838-02-1821,c,houston,member,female,home and lifestyle,"25,46","26,73",2/22/2019,12:10,credit card,"5,20"
887-42-0517,c,houston,normal,female,sports and travel,"581,98","611,08",01/10/2019,10:31,credit card,"6,60"
457-12-0244,c,houston,member,female,sports and travel,"211,32","221,89",3/14/2019,13:49,ewallet,"6,50"
226-34-0034,b,chicago,normal,female,electronic accessories,"55,12","57,88",01/10/2019,11:10,ewallet,"9,00"
321-49-7382,b,chicago,member,male,sports and travel,"88,31","92,73",2/15/2019,17:38,credit card,"5,20"
397-25-8725,a,nueva york,member,female,health and beauty,"356,58","374,41",1/13/2019,17:54,credit card,"6,80"
431-66-2305,b,chicago,normal,female,electronic accessories,"794,25","833,96",2/15/2019,20:51,credit card,"7,60"
825-94-5922,b,chicago,normal,male,sports and travel,"50,62","53,15",03/02/2019,19:26,ewallet,"7,20"
641-62-7288,b,chicago,normal,male,home and lifestyle,"599,52","629,50",3/24/2019,13:33,ewallet,"7,10"
756-93-1854,c,houston,member,female,fashion accessories,"166,70","175,04",02/02/2019,14:05,credit card,"9,50"
243-55-8457,a,nueva york,normal,female,food and beverages,"744,40","781,62",2/27/2019,11:40,ewallet,"5,10"
458-10-8612,c,houston,normal,male,health and beauty,"448,56","470,99",1/20/2019,12:27,ewallet,"7,60"
501-61-1753,b,chicago,normal,female,home and lifestyle,"378,90","397,85",01/03/2019,20:24,ewallet,"9,80"
235-06-8510,c,houston,member,male,home and lifestyle,"257,16","270,02",1/24/2019,20:59,ewallet,"5,10"
433-08-7822,c,houston,normal,female,health and beauty,"552,23","579,84",01/05/2019,19:48,ewallet,"7,50"
361-85-2571,a,nueva york,normal,female,sports and travel,"447,40","469,77",3/30/2019,10:18,cash,"7,40"
131-70-8179,a,nueva york,member,female,health and beauty,"276,27","290,08",2/17/2019,16:27,cash,"4,20"
500-02-2261,c,houston,normal,female,food and beverages,"343,74","360,93",3/21/2019,17:04,ewallet,"5,90"
720-72-2436,a,nueva york,normal,male,food and beverages,"266,08","279,38",03/02/2019,18:14,ewallet,"6,90"
702-83-5291,c,houston,member,male,fashion accessories,"898,38","943,30",3/27/2019,10:43,cash,"6,60"
809-69-9497,a,nueva york,normal,female,home and lifestyle,"456,80","479,64",1/19/2019,19:30,ewallet,"5,70"
449-16-6770,a,nueva york,normal,male,health and beauty,"253,95","266,65",2/19/2019,14:53,credit card,"5,30"
333-23-2632,a,nueva york,member,male,health and beauty,"70,56","74,09",3/28/2019,20:14,cash,"4,20"
489-82-1237,a,nueva york,normal,female,electronic accessories,"657,16","690,02",01/05/2019,11:51,credit card,"7,30"
859-97-6048,c,houston,member,male,electronic accessories,"168,50","176,93",3/26/2019,14:13,credit card,"5,30"
676-10-2200,b,chicago,member,male,fashion accessories,"53,78","56,47",02/03/2019,20:13,ewallet,"4,70"
373-88-1424,c,houston,member,male,home and lifestyle,"179,05","188,00",02/06/2019,18:44,ewallet,"7,90"
365-16-4334,b,chicago,normal,female,food and beverages,"211,44","222,01",2/24/2019,14:26,ewallet,"8,90"
503-21-4385,b,chicago,member,male,health and beauty,"119,73","125,72",2/21/2019,12:40,ewallet,"9,30"
305-89-2768,b,chicago,member,female,home and lifestyle,"65,70","68,99",01/09/2019,18:43,ewallet,"4,70"
574-80-1489,b,chicago,member,female,food and beverages,"251,40","263,97",2/25/2019,13:22,ewallet,"8,70"
784-08-0310,c,houston,member,female,food and beverages,"84,16","88,37",1/13/2019,13:58,cash,"7,60"
200-40-6154,b,chicago,member,male,home and lifestyle,"395,46","415,23",02/09/2019,11:45,cash,"5,70"
846-10-0341,a,nueva york,normal,female,fashion accessories,"297,99","312,89",01/06/2019,11:51,cash,"6,80"
577-34-7579,c,houston,member,male,food and beverages,"454,41","477,13",01/10/2019,17:16,cash,"5,40"
430-02-3888,b,chicago,normal,male,electronic accessories,"276,12","289,93",02/07/2019,15:55,cash,"7,10"
867-47-1948,c,houston,normal,female,home and lifestyle,"158,00","165,90",01/09/2019,12:07,cash,"7,80"
384-59-6655,a,nueva york,member,female,food and beverages,"887,94","932,34",2/19/2019,15:07,cash,"8,40"
256-58-3609,c,houston,member,male,fashion accessories,"91,98","96,58",3/18/2019,15:29,cash,"9,80"
324-92-3863,a,nueva york,member,male,electronic accessories,"41,78","43,87",02/05/2019,18:45,cash,"9,80"
593-08-5916,a,nueva york,normal,female,fashion accessories,"15,50","16,28",3/19/2019,15:23,credit card,"7,40"
364-34-2972,c,houston,member,male,electronic accessories,"290,46","304,98",3/30/2019,20:37,cash,"6,70"
794-42-3736,b,chicago,normal,male,food and beverages,"66,66","69,99",1/26/2019,14:41,credit card,"6,40"
172-42-8274,b,chicago,normal,female,electronic accessories,"76,54","80,37",03/02/2019,18:18,credit card,"5,80"
558-60-5016,a,nueva york,normal,female,home and lifestyle,"299,70","314,69",03/04/2019,15:27,ewallet,"7,20"
195-06-0432,a,nueva york,member,male,home and lifestyle,"243,03","255,18",1/13/2019,12:55,credit card,"9,30"
605-03-2706,a,nueva york,normal,female,health and beauty,"47,40","49,77",3/25/2019,18:02,cash,"9,50"
214-30-2776,b,chicago,member,female,electronic accessories,"172,45","181,07",03/11/2019,19:44,credit card,"9,00"
746-04-1077,b,chicago,member,female,food and beverages,"846,30","888,62",01/01/2019,11:36,credit card,"9,00"
448-34-8700,b,chicago,member,male,home and lifestyle,"258,37","271,29",02/10/2019,13:51,ewallet,"6,70"
452-04-8808,b,chicago,normal,male,electronic accessories,"609,56","640,04",1/26/2019,15:17,cash,"5,50"
531-56-4728,a,nueva york,normal,male,home and lifestyle,"240,24","252,25",02/11/2019,15:29,cash,"5,40"
744-82-9138,c,houston,normal,male,fashion accessories,"172,26","180,87",02/07/2019,17:59,cash,"8,20"
883-69-1285,b,chicago,member,male,fashion accessories,"99,84","104,83",03/06/2019,11:55,credit card,"7,00"
221-25-5073,a,nueva york,normal,female,food and beverages,"298,64","313,57",03/04/2019,10:39,cash,"8,50"
518-71-6847,b,chicago,member,male,food and beverages,"159,60","167,58",2/26/2019,15:10,ewallet,"4,90"
156-20-0370,b,chicago,normal,female,electronic accessories,"25,45","26,72",03/10/2019,18:10,credit card,"5,10"
151-33-7434,b,chicago,normal,female,food and beverages,"67,77","71,16",02/04/2019,20:43,credit card,"6,50"
728-47-9078,c,houston,member,male,food and beverages,"238,36","250,28",1/19/2019,12:46,cash,"9,80"
809-46-1866,a,nueva york,normal,male,health and beauty,"232,60","244,23",1/23/2019,17:44,cash,"8,40"
139-32-4183,a,nueva york,member,female,sports and travel,"877,32","921,19",3/14/2019,14:19,ewallet,"7,40"
148-41-7930,c,houston,normal,male,health and beauty,"699,72","734,71",1/23/2019,10:33,cash,"6,10"
189-40-5216,c,houston,normal,male,electronic accessories,"674,59","708,32",01/09/2019,11:40,cash,"6,00"
374-38-5555,b,chicago,normal,female,fashion accessories,"318,55","334,48",02/07/2019,19:30,ewallet,"8,50"
764-44-8999,b,chicago,normal,female,health and beauty,"29,52","31,00",2/18/2019,14:42,ewallet,"4,30"
552-44-5977,b,chicago,member,male,health and beauty,"496,00","520,80",01/03/2019,19:08,credit card,"6,20"
267-62-7380,c,houston,member,male,electronic accessories,"823,40","864,57",3/29/2019,19:12,ewallet,"4,30"
430-53-4718,b,chicago,member,male,health and beauty,"602,96","633,11",1/28/2019,15:46,credit card,"8,40"
886-18-2897,a,nueva york,normal,female,food and beverages,"282,80","296,94",3/22/2019,19:06,credit card,"4,50"
602-16-6955,b,chicago,normal,female,sports and travel,"766,00","804,30",1/24/2019,18:10,ewallet,"6,00"
745-74-0715,a,nueva york,normal,male,electronic accessories,"116,06","121,86",03/10/2019,20:46,ewallet,"8,80"
690-01-6631,b,chicago,normal,male,fashion accessories,"174,90","183,65",2/22/2019,18:35,ewallet,"6,60"
652-49-6720,c,houston,member,female,electronic accessories,"60,95","64,00",2/18/2019,11:40,ewallet,"5,90"
233-67-5758,c,houston,normal,male,health and beauty,"40,35","42,37",1/29/2019,13:46,ewallet,"6,20"
303-96-2227,b,chicago,normal,female,home and lifestyle,"973,80","1.022,49",03/02/2019,17:16,ewallet,"4,40"
727-02-1313,a,nueva york,member,male,food and beverages,"31,84","33,43",02/09/2019,13:22,cash,"7,70"
347-56-2442,a,nueva york,normal,male,home and lifestyle,"65,82","69,11",2/22/2019,15:33,cash,"4,10"
849-09-3807,a,nueva york,member,female,fashion accessories,"618,38","649,30",2/18/2019,13:28,cash,"6,60"
,,,,,,"307.587,38","322.966,75",,,,
